Legal Description,Legal Description Link,Address
P12 B2 M332-402,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=03320402&Close=True,100 N RAMSEY ST CHARLOTTE NC 28216
P2 B1 M21-738,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00210738&Close=True,100 N SARDIS VIEW LN CHARLOTTE NC 28270
N/A,N/A,Failed to retrieve address
TR 1-8 M23-201,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00230201&Close=True,100 N TRYON ST 1100 CHARLOTTE NC 28202100 N TRYON ST C CHARLOTTE NC 28202100 N TRYON ST 3700 CHARLOTTE NC 28202100 N TRYON ST 4050 CHARLOTTE NC 28202100 N TRYON ST 1000 CHARLOTTE NC 28202100 N TRYON ST 2700C CHARLOTTE NC 28202100 N TRYON ST 3200 CHARLOTTE NC 28202100 N TRYON ST 165 CHARLOTTE NC 28202100 N TRYON ST 310 CHARLOTTE NC 28202100 N TRYON ST 3400 CHARLOTTE NC 28202100 N TRYON ST 5220 CHARLOTTE NC 28202100 N TRYON ST 2720 CHARLOTTE NC 28202100 N TRYON ST 2900 CHARLOTTE NC 28202100 N TRYON ST 2800 CHARLOTTE NC 28202100 N TRYON ST 5500 CHARLOTTE NC 28202100 N TRYON ST 130 CHARLOTTE NC 28202100 N TRYON ST 4010 CHARLOTTE NC 28202100 N TRYON ST 2690 CHARLOTTE NC 28202100 N TRYON ST 030 CHARLOTTE NC 28202100 N TRYON ST 4000 CHARLOTTE NC 28202100 N TRYON ST 3300 CHARLOTTE NC 28202100 N TRYON ST 50thFL CHARLOTTE NC 28202100 N TRYON ST 020 CHARLOTTE NC 28202100 N TRYON ST 3100 CHARLOTTE NC 28202100 N TRYON ST 3740 CHARLOTTE NC 28202100 N TRYON ST 900 CHARLOTTE NC 28202100 N TRYON ST 600 CHARLOTTE NC 28202100 N TRYON ST 2100 CHARLOTTE NC 28202100 N TRYON ST 2600 CHARLOTTE NC 28202100 N TRYON ST 3251 CHARLOTTE NC 28202100 N TRYON ST 3720 CHARLOTTE NC 28202100 N TRYON ST 10 CHARLOTTE NC 28202100 N TRYON ST 5300 CHARLOTTE NC 28202100 N TRYON ST 300 CHARLOTTE NC 28202100 N TRYON ST CC30 CHARLOTTE NC 28202100 N TRYON ST 2770 CHARLOTTE NC 28202100 N TRYON ST 240 CHARLOTTE NC 28202100 N TRYON ST 3900 CHARLOTTE NC 28202100 N TRYON ST 3600 CHARLOTTE NC 28202100 N TRYON ST 275 CHARLOTTE NC 28202100 N TRYON ST 5200 CHARLOTTE NC 28202100 N TRYON ST 260 CHARLOTTE NC 28202100 N TRYON ST 5100 CHARLOTTE NC 28202100 N TRYON ST 2700 CHARLOTTE NC 28202100 N TRYON ST 4200 CHARLOTTE NC 28202100 N TRYON ST 3500 CHARLOTTE NC 28202100 N TRYON ST B210 CHARLOTTE NC 28202100 N TRYON ST 230 CHARLOTTE NC 28202100 N TRYON ST 23 CHARLOTTE NC 28202100 N TRYON ST 3130 CHARLOTTE NC 28202100 N TRYON ST B1 CHARLOTTE NC 28202100 N TRYON ST 50 FL 50 FL CHARLOTTE NC 28202100 N TRYON ST 220 CHARLOTTE NC 28202100 N TRYON ST 4150 CHARLOTTE NC 28202100 N TRYON ST 4800 CHARLOTTE NC 28202100 N TRYON ST 4700 CHARLOTTE NC 28202100 N TRYON ST 280 CHARLOTTE NC 28202100 N TRYON ST 1800 CHARLOTTE NC 28202100 N TRYON ST 200 CHARLOTTE NC 28202100 N TRYON ST 1100 CHARLOTTE NC 28202100 N TRYON ST 57 CHARLOTTE NC 28202100 N TRYON ST 22ND CHARLOTTE NC 28202100 N TRYON ST 4TH CHARLOTTE NC 28202100 N TRYON ST 1200 CHARLOTTE NC 28202100 N TRYON ST 375D CHARLOTTE NC 28202100 N TRYON ST 4100 CHARLOTTE NC 28202100 N TRYON ST 3750 CHARLOTTE NC 28202100 N TRYON ST 160 CHARLOTTE NC 28202100 N TRYON ST 1900 CHARLOTTE NC 28202100 N TRYON ST 100 CHARLOTTE NC 28202100 N TRYON ST 270 CHARLOTTE NC 28202100 N TRYON ST 5400 CHARLOTTE NC 28202100 N TRYON ST 190 CHARLOTTE NC 28202100 N TRYON ST 6TH CHARLOTTE NC 28202100 N TRYON ST 4300 CHARLOTTE NC 28202100 N TRYON ST 53RD CHARLOTTE NC 28202100 N TRYON ST 30TH CHARLOTTE NC 28202100 N TRYON ST 3RD CHARLOTTE NC 28202100 N TRYON ST 20TH CHARLOTTE NC 28202100 N TRYON ST 170 CHARLOTTE NC 28202100 N TRYON ST 8TH CHARLOTTE NC 28202100 N TRYON ST 59 CHARLOTTE NC 28202100 N TRYON ST 1400 CHARLOTTE NC 28202100 N TRYON ST 3800 CHARLOTTE NC 28202100 N TRYON ST 265 CHARLOTTE NC 28202100 N TRYON ST 295 CHARLOTTE NC 28202100 N TRYON ST 5900 CHARLOTTE NC 28202100 N TRYON ST 20 CHARLOTTE NC 28202100 N TRYON ST 3410 CHARLOTTE NC 28202100 N TRYON ST 5800 CHARLOTTE NC 28202100 N TRYON ST 2300 CHARLOTTE NC 28202100 N TRYON ST B200 CHARLOTTE NC 28202100 N TRYON ST 2500 CHARLOTTE NC 28202100 N TRYON ST CHARLOTTE NC 28202130 N TRYON ST CHARLOTTE NC 28202
L1 B11 M1166-329,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Deed&Instrument=11660329&Close=True,100 N TURNER AV CHARLOTTE NC 28216
P10 BE M1166-665,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Deed&Instrument=11660665&Close=True,100 N WENDOVER RD CHARLOTTE NC 28211100 N WENDOVER RD CHARLOTTE NC 28211101 N WENDOVER RD CHARLOTTE NC 28211
P1 BB M6-337,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00060337&Close=True,100 S CANTERBURY RD CHARLOTTE NC 28211
L6 BD M6-218,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00060218&Close=True,100 S CRIGLER ST CHARLOTTE NC 28208
N/A,N/A,100 S GARDNER AV CHARLOTTE NC 28208
L16 B4 M5-287,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00050287&Close=True,100 S GREGG ST CHARLOTTE NC 28208
L16 B3 M5-287,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00050287&Close=True,100 S SMALLWOOD PL CHARLOTTE NC 28208100 S SMALLWOOD PL CHARLOTTE NC 282082501 W TRADE ST CHARLOTTE NC 28208
L5 M17-220,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00170220&Close=True,100 E TRADE ST CHARLOTTE NC 28202
L16B M62-38,https://meckrod.manatron.com/RealEstate/SearchDetail.aspx?bk=62&pg=38&type=BkPg,100 S TURNER AV CHARLOTTE NC 28208
P1 M45-219,https://meckrod.manatron.com/RealEstate/SearchDetail.aspx?bk=45&pg=219&type=BkPg,100 W 3RD ST CHARLOTTE NC 28202217 S CHURCH ST A CHARLOTTE NC 28202130 W 3RD ST CHARLOTTE NC 28202100 W 3RD ST CHARLOTTE NC 28202100 W 3RD ST C CHARLOTTE NC 28202100 W 3RD ST B CHARLOTTE NC 28202100 W 3RD ST A CHARLOTTE NC 28202217 S CHURCH ST CHARLOTTE NC 28202
N/A,N/A,100 W JOHN ST MATTHEWS NC 28105100 W JOHN ST MATTHEWS NC 28105107 N TRADE ST MATTHEWS NC 28105100 W JOHN ST E MATTHEWS NC 28105100 W JOHN ST H MATTHEWS NC 28105100 W JOHN ST D MATTHEWS NC 28105100 W JOHN ST G MATTHEWS NC 28105100 W JOHN ST F MATTHEWS NC 28105107 N TRADE ST A MATTHEWS NC 28105107 N TRADE ST 107-C MATTHEWS NC 28105107 N TRADE ST B MATTHEWS NC 28105
N/A,N/A,Failed to retrieve address
N/A,N/A,100 W SUGAR CREEK RD CHARLOTTE NC 28213
N/A,N/A,100 W TYVOLA RD CHARLOTTE NC 28217100 W TYVOLA RD CHARLOTTE NC 28217104 W TYVOLA RD CHARLOTTE NC 28217
LC M56-822,https://meckrod.manatron.com/RealEstate/SearchDetail.aspx?bk=56&pg=822&type=BkPg,100 W WOODLAWN RD CHARLOTTE NC 28217
N/A,N/A,Failed to retrieve address
L7 B12 M112-8,https://meckrod.manatron.com/RealEstate/SearchDetail.aspx?bk=112&pg=8&type=BkPg,1000 ALLEN ST CHARLOTTE NC 28205
N/A,N/A,1000 AMBLE DR CHARLOTTE NC 282061000 AMBLE DR CHARLOTTE NC 282061002 AMBLE DR CHARLOTTE NC 28206
L4 B5 M14-179,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00140179&Close=True,1000 ASHFORD ST CHARLOTTE NC 28214
L1 M41-367,https://meckrod.manatron.com/RealEstate/SearchDetail.aspx?bk=41&pg=367&type=BkPg,1000 UPPER ASBURY AV CHARLOTTE NC 28206
N/A,N/A,1000 AUTEN RD CHARLOTTE NC 282165520 BROOKSHIRE BV CHARLOTTE NC 282161000 AUTEN RD CHARLOTTE NC 282165200 BROOKSHIRE BV CHARLOTTE NC 282165050 BROOKSHIRE BV CHARLOTTE NC 282165100 BROOKSHIRE BV CHARLOTTE NC 282165048 BROOKSHIRE BV CHARLOTTE NC 282165046 BROOKSHIRE BV CHARLOTTE NC 28216
L10 M19-142,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00190142&Close=True,1000 AUTUMNWOOD LN CHARLOTTE NC 28213
L2 M61-574,https://meckrod.manatron.com/RealEstate/SearchDetail.aspx?bk=61&pg=574&type=BkPg,1000 BAXTER ST CHARLOTTE NC 282041000 BAXTER ST CHARLOTTE NC 282041010 BAXTER ST CHARLOTTE NC 282041000 BAXTER ST 908 CHARLOTTE NC 282041000 BAXTER ST 416 CHARLOTTE NC 282041000 BAXTER ST 508 CHARLOTTE NC 282041000 BAXTER ST 608 CHARLOTTE NC 282041000 BAXTER ST 216 CHARLOTTE NC 282041000 BAXTER ST 308 CHARLOTTE NC 282041000 BAXTER ST 1008 CHARLOTTE NC 282041000 BAXTER ST 716 CHARLOTTE NC 282041000 BAXTER ST 808 CHARLOTTE NC 282041000 BAXTER ST 615 CHARLOTTE NC 282041000 BAXTER ST 313 CHARLOTTE NC 28204
P1 &2 B11 M112-8,https://meckrod.manatron.com/RealEstate/SearchDetail.aspx?bk=112&pg=8&type=BkPg,1000 BELMONT AV CHARLOTTE NC 28205
L18 BF M14-175,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00140175&Close=True,1000 BELMORROW DR CHARLOTTE NC 28214
L13 B21 M3-10,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00030010&Close=True,1000 BERKELEY AV CHARLOTTE NC 28203
L22 BA M11-71,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00110071&Close=True,1000 BOBBY LN CHARLOTTE NC 28211
N/A,N/A,1000 BOND ST CHARLOTTE NC 28208
L1 B4 M12-603,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00120603&Close=True,1000 BRAEBURN RD CHARLOTTE NC 28211
L22 B6 M11-127,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00110127&Close=True,1000 BRANTHAM CT CHARLOTTE NC 28211
L48 M22-292,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00220292&Close=True,1000 BRIGHTMOOR DR MATTHEWS NC 28105
N/A,N/A,Failed to retrieve address
N/A,N/A,1000 BROOKRUN DR CHARLOTTE NC 282091020 FOREST OAK DR CHARLOTTE NC 282091008 FOREST OAK DR 816 CHARLOTTE NC 282091008 FOREST OAK DR 815 CHARLOTTE NC 282091008 FOREST OAK DR 814 CHARLOTTE NC 282091008 FOREST OAK DR 813 CHARLOTTE NC 282091008 FOREST OAK DR 812 CHARLOTTE NC 282091025 FOREST OAK DR 312 CHARLOTTE NC 282091025 FOREST OAK DR 303 CHARLOTTE NC 282091025 FOREST OAK DR 304 CHARLOTTE NC 282091025 FOREST OAK DR 305 CHARLOTTE NC 282091025 FOREST OAK DR 306 CHARLOTTE NC 282091025 FOREST OAK DR 313 CHARLOTTE NC 282091025 FOREST OAK DR 314 CHARLOTTE NC 282091026 FOREST OAK DR 215 CHARLOTTE NC 282091026 FOREST OAK DR 210 CHARLOTTE NC 282091008 FOREST OAK DR 811 CHARLOTTE NC 282091026 FOREST OAK DR 211 CHARLOTTE NC 282091026 FOREST OAK DR 212 CHARLOTTE NC 282091026 FOREST OAK DR 216 CHARLOTTE NC 282091026 FOREST OAK DR 213 CHARLOTTE NC 282091026 FOREST OAK DR 214 CHARLOTTE NC 282091025 FOREST OAK DR 307 CHARLOTTE NC 282091025 FOREST OAK DR 308 CHARLOTTE NC 282091012 FOREST OAK DR 1003 CHARLOTTE NC 282091012 FOREST OAK DR 1002 CHARLOTTE NC 282091012 FOREST OAK DR 1001 CHARLOTTE NC 282091026 FOREST OAK DR 209 CHARLOTTE NC 282091025 FOREST OAK DR 309 CHARLOTTE NC 282091025 FOREST OAK DR 310 CHARLOTTE NC 282091025 FOREST OAK DR 311 CHARLOTTE NC 28209915 BROOKRUN DR CHARLOTTE NC 28209916 BROOKRUN DR CHARLOTTE NC 28209901 BROOKRUN DR CHARLOTTE NC 28209900 BROOKRUN DR CHARLOTTE NC 28209905 BROOKRUN DR CHARLOTTE NC 28209909 BROOKRUN DR CHARLOTTE NC 282091007 BROOKRUN DR 1201 CHARLOTTE NC 282091040 BROOKRUN DR 101 CHARLOTTE NC 282091040 BROOKRUN DR 102 CHARLOTTE NC 282091040 BROOKRUN DR 103 CHARLOTTE NC 282091040 BROOKRUN DR 104 CHARLOTTE NC 282091040 BROOKRUN DR 105 CHARLOTTE NC 282091040 BROOKRUN DR 106 CHARLOTTE NC 282091001 BROOKRUN DR 1104 CHARLOTTE NC 282091001 BROOKRUN DR 1103 CHARLOTTE NC 282091001 BROOKRUN DR 1102 CHARLOTTE NC 282091001 BROOKRUN DR 1101 CHARLOTTE NC 28209900 BROOKRUN DR 1908 CHARLOTTE NC 28209900 BROOKRUN DR 1907 CHARLOTTE NC 28209900 BROOKRUN DR 1906 CHARLOTTE NC 28209900 BROOKRUN DR 1905 CHARLOTTE NC 282091001 BROOKRUN DR 1105 CHARLOTTE NC 282091001 BROOKRUN DR 1106 CHARLOTTE NC 282091001 BROOKRUN DR 1007 CHARLOTTE NC 282091001 BROOKRUN DR 1108 CHARLOTTE NC 282091040 BROOKRUN DR 116 CHARLOTTE NC 282091040 BROOKRUN DR 115 CHARLOTTE NC 282091040 BROOKRUN DR 114 CHARLOTTE NC 282091040 BROOKRUN DR 113 CHARLOTTE NC 282091040 BROOKRUN DR 112 CHARLOTTE NC 282091040 BROOKRUN DR 111 CHARLOTTE NC 282091040 BROOKRUN DR 110 CHARLOTTE NC 282091040 BROOKRUN DR 109 CHARLOTTE NC 282091040 BROOKRUN DR 108 CHARLOTTE NC 282091040 BROOKRUN DR 107 CHARLOTTE NC 282091001 BROOKRUN DR 1109 CHARLOTTE NC 282091001 BROOKRUN DR 1110 CHARLOTTE NC 282091001 BROOKRUN DR 1111 CHARLOTTE NC 282091001 BROOKRUN DR 1112 CHARLOTTE NC 282091001 BROOKRUN DR 1113 CHARLOTTE NC 282091001 BROOKRUN DR 1114 CHARLOTTE NC 282091001 BROOKRUN DR 1115 CHARLOTTE NC 282091001 BROOKRUN DR 1116 CHARLOTTE NC 282091007 BROOKRUN DR 1202 CHARLOTTE NC 282091007 BROOKRUN DR 1203 CHARLOTTE NC 282091007 BROOKRUN DR 1204 CHARLOTTE NC 28209900 BROOKRUN DR 1904 CHARLOTTE NC 28209900 BROOKRUN DR 1903 CHARLOTTE NC 28209900 BROOKRUN DR 1902 CHARLOTTE NC 28209900 BROOKRUN DR 1901 CHARLOTTE NC 28209901 BROOKRUN DR 1808 CHARLOTTE NC 28209901 BROOKRUN DR 1807 CHARLOTTE NC 28209901 BROOKRUN DR 1806 CHARLOTTE NC 28209901 BROOKRUN DR 1805 CHARLOTTE NC 28209901 BROOKRUN DR 1804 CHARLOTTE NC 28209901 BROOKRUN DR 1803 CHARLOTTE NC 28209901 BROOKRUN DR 1802 CHARLOTTE NC 28209901 BROOKRUN DR 1801 CHARLOTTE NC 28209905 BROOKRUN DR 1708 CHARLOTTE NC 28209905 BROOKRUN DR 1707 CHARLOTTE NC 28209905 BROOKRUN DR 1706 CHARLOTTE NC 28209905 BROOKRUN DR 1705 CHARLOTTE NC 28209905 BROOKRUN DR 1704 CHARLOTTE NC 28209905 BROOKRUN DR 1703 CHARLOTTE NC 28209905 BROOKRUN DR 1702 CHARLOTTE NC 28209905 BROOKRUN DR 1701 CHARLOTTE NC 28209909 BROOKRUN DR 1616 CHARLOTTE NC 28209909 BROOKRUN DR 1615 CHARLOTTE NC 28209909 BROOKRUN DR 1614 CHARLOTTE NC 28209909 BROOKRUN DR 1613 CHARLOTTE NC 282091017 FOREST OAK DR CHARLOTTE NC 282091007 FOREST OAK DR CHARLOTTE NC 282091008 FOREST OAK DR CHARLOTTE NC 282091016 FOREST OAK DR CHARLOTTE NC 282091026 FOREST OAK DR CHARLOTTE NC 282091022 FOREST OAK DR CHARLOTTE NC 282091025 FOREST OAK DR CHARLOTTE NC 282091012 FOREST OAK DR CHARLOTTE NC 282091001 FOREST OAK DR CHARLOTTE NC 282091000 FOREST OAK DR CHARLOTTE NC 282091009 FOREST OAK DR CHARLOTTE NC 282091010 FOREST OAK DR CHARLOTTE NC 282091012 FOREST OAK DR 1005 CHARLOTTE NC 282091025 FOREST OAK DR 315 CHARLOTTE NC 282091025 FOREST OAK DR 316 CHARLOTTE NC 282091017 FOREST OAK DR 401 CHARLOTTE NC 282091017 FOREST OAK DR 402 CHARLOTTE NC 282091017 FOREST OAK DR 403 CHARLOTTE NC 282091017 FOREST OAK DR 404 CHARLOTTE NC 282091017 FOREST OAK DR 405 CHARLOTTE NC 282091017 FOREST OAK DR 406 CHARLOTTE NC 282091017 FOREST OAK DR 407 CHARLOTTE NC 282091017 FOREST OAK DR 408 CHARLOTTE NC 282091017 FOREST OAK DR 409 CHARLOTTE NC 282091017 FOREST OAK DR 410 CHARLOTTE NC 282091017 FOREST OAK DR 411 CHARLOTTE NC 282091017 FOREST OAK DR 412 CHARLOTTE NC 282091017 FOREST OAK DR 413 CHARLOTTE NC 282091017 FOREST OAK DR 414 CHARLOTTE NC 282091017 FOREST OAK DR 415 CHARLOTTE NC 282091017 FOREST OAK DR 416 CHARLOTTE NC 282091007 FOREST OAK DR 501 CHARLOTTE NC 282091007 FOREST OAK DR 502 CHARLOTTE NC 282091007 FOREST OAK DR 503 CHARLOTTE NC 282091007 FOREST OAK DR 504 CHARLOTTE NC 282091007 FOREST OAK DR 505 CHARLOTTE NC 282091007 FOREST OAK DR 506 CHARLOTTE NC 282091007 FOREST OAK DR 507 CHARLOTTE NC 282091007 FOREST OAK DR 508 CHARLOTTE NC 282091007 FOREST OAK DR 509 CHARLOTTE NC 282091007 FOREST OAK DR 510 CHARLOTTE NC 282091007 FOREST OAK DR 511 CHARLOTTE NC 282091007 FOREST OAK DR 512 CHARLOTTE NC 282091007 FOREST OAK DR 513 CHARLOTTE NC 282091007 FOREST OAK DR 514 CHARLOTTE NC 282091007 FOREST OAK DR 515 CHARLOTTE NC 282091007 FOREST OAK DR 516 CHARLOTTE NC 282091001 FOREST OAK DR 601 CHARLOTTE NC 282091001 FOREST OAK DR 602 CHARLOTTE NC 282091001 FOREST OAK DR 603 CHARLOTTE NC 282091001 FOREST OAK DR 604 CHARLOTTE NC 282091001 FOREST OAK DR 605 CHARLOTTE NC 282091001 FOREST OAK DR 606 CHARLOTTE NC 282091001 FOREST OAK DR 607 CHARLOTTE NC 282091001 FOREST OAK DR 608 CHARLOTTE NC 282091000 FOREST OAK DR 701 CHARLOTTE NC 282091000 FOREST OAK DR 702 CHARLOTTE NC 282091000 FOREST OAK DR 703 CHARLOTTE NC 282091000 FOREST OAK DR 704 CHARLOTTE NC 282091000 FOREST OAK DR 705 CHARLOTTE NC 282091000 FOREST OAK DR 706 CHARLOTTE NC 282091000 FOREST OAK DR 707 CHARLOTTE NC 282091000 FOREST OAK DR 708 CHARLOTTE NC 282091000 FOREST OAK DR 709 CHARLOTTE NC 282091000 FOREST OAK DR 710 CHARLOTTE NC 282091000 FOREST OAK DR 711 CHARLOTTE NC 282091000 FOREST OAK DR 712 CHARLOTTE NC 282091000 FOREST OAK DR 713 CHARLOTTE NC 282091000 FOREST OAK DR 714 CHARLOTTE NC 282091000 FOREST OAK DR 715 CHARLOTTE NC 282091000 FOREST OAK DR 716 CHARLOTTE NC 282091008 FOREST OAK DR 801 CHARLOTTE NC 282091008 FOREST OAK DR 802 CHARLOTTE NC 282091008 FOREST OAK DR 803 CHARLOTTE NC 282091008 FOREST OAK DR 804 CHARLOTTE NC 282091008 FOREST OAK DR 805 CHARLOTTE NC 282091008 FOREST OAK DR 806 CHARLOTTE NC 282091026 FOREST OAK DR 208 CHARLOTTE NC 282091026 FOREST OAK DR 207 CHARLOTTE NC 282091026 FOREST OAK DR 206 CHARLOTTE NC 282091026 FOREST OAK DR 205 CHARLOTTE NC 282091026 FOREST OAK DR 204 CHARLOTTE NC 282091026 FOREST OAK DR 203 CHARLOTTE NC 282091026 FOREST OAK DR 202 CHARLOTTE NC 282091026 FOREST OAK DR 201 CHARLOTTE NC 282091016 FOREST OAK DR 908 CHARLOTTE NC 282091016 FOREST OAK DR 907 CHARLOTTE NC 282091025 FOREST OAK DR 302 CHARLOTTE NC 282091025 FOREST OAK DR 301 CHARLOTTE NC 282091016 FOREST OAK DR 906 CHARLOTTE NC 282091016 FOREST OAK DR 905 CHARLOTTE NC 282091016 FOREST OAK DR 904 CHARLOTTE NC 282091016 FOREST OAK DR 903 CHARLOTTE NC 282091016 FOREST OAK DR 902 CHARLOTTE NC 282091016 FOREST OAK DR 901 CHARLOTTE NC 282091012 FOREST OAK DR 1008 CHARLOTTE NC 282091012 FOREST OAK DR 1007 CHARLOTTE NC 282091008 FOREST OAK DR 807 CHARLOTTE NC 282091008 FOREST OAK DR 808 CHARLOTTE NC 282091008 FOREST OAK DR 809 CHARLOTTE NC 282091008 FOREST OAK DR 810 CHARLOTTE NC 282091012 FOREST OAK DR 1004 CHARLOTTE NC 282091012 FOREST OAK DR 1006 CHARLOTTE NC 282091000 BROOKRUN DR CHARLOTTE NC 282091007 BROOKRUN DR CHARLOTTE NC 282091040 BROOKRUN DR CHARLOTTE NC 282091001 BROOKRUN DR CHARLOTTE NC 28209903 BROOKRUN DR CHARLOTTE NC 28209909 BROOKRUN DR 1603 CHARLOTTE NC 282091000 BROOKRUN DR 1312 CHARLOTTE NC 282091000 BROOKRUN DR 1311 CHARLOTTE NC 282091000 BROOKRUN DR 1310 CHARLOTTE NC 282091000 BROOKRUN DR 1309 CHARLOTTE NC 282091000 BROOKRUN DR 1308 CHARLOTTE NC 282091000 BROOKRUN DR 1307 CHARLOTTE NC 282091000 BROOKRUN DR 1306 CHARLOTTE NC 282091000 BROOKRUN DR 1305 CHARLOTTE NC 282091000 BROOKRUN DR 1304 CHARLOTTE NC 282091000 BROOKRUN DR 1303 CHARLOTTE NC 282091000 BROOKRUN DR 1302 CHARLOTTE NC 282091000 BROOKRUN DR 1301 CHARLOTTE NC 282091007 BROOKRUN DR 1208 CHARLOTTE NC 282091007 BROOKRUN DR 1207 CHARLOTTE NC 282091007 BROOKRUN DR 1206 CHARLOTTE NC 282091007 BROOKRUN DR 1205 CHARLOTTE NC 282091000 BROOKRUN DR 1313 CHARLOTTE NC 282091000 BROOKRUN DR 1314 CHARLOTTE NC 282091000 BROOKRUN DR 1315 CHARLOTTE NC 282091000 BROOKRUN DR 1316 CHARLOTTE NC 28209916 BROOKRUN DR 1401 CHARLOTTE NC 28209916 BROOKRUN DR 1402 CHARLOTTE NC 28209916 BROOKRUN DR 1403 CHARLOTTE NC 28209916 BROOKRUN DR 1404 CHARLOTTE NC 28209916 BROOKRUN DR 1405 CHARLOTTE NC 28209916 BROOKRUN DR 1406 CHARLOTTE NC 28209916 BROOKRUN DR 1407 CHARLOTTE NC 28209916 BROOKRUN DR 1408 CHARLOTTE NC 28209916 BROOKRUN DR 1409 CHARLOTTE NC 28209916 BROOKRUN DR 1410 CHARLOTTE NC 28209916 BROOKRUN DR 1411 CHARLOTTE NC 28209916 BROOKRUN DR 1412 CHARLOTTE NC 28209916 BROOKRUN DR 1413 CHARLOTTE NC 28209916 BROOKRUN DR 1414 CHARLOTTE NC 28209916 BROOKRUN DR 1415 CHARLOTTE NC 28209916 BROOKRUN DR 1416 CHARLOTTE NC 28209915 BROOKRUN DR 1501 CHARLOTTE NC 28209915 BROOKRUN DR 1502 CHARLOTTE NC 28209915 BROOKRUN DR 1503 CHARLOTTE NC 28209915 BROOKRUN DR 1504 CHARLOTTE NC 28209915 BROOKRUN DR 1505 CHARLOTTE NC 28209915 BROOKRUN DR 1506 CHARLOTTE NC 28209915 BROOKRUN DR 1507 CHARLOTTE NC 28209915 BROOKRUN DR 1508 CHARLOTTE NC 28209915 BROOKRUN DR 1509 CHARLOTTE NC 28209915 BROOKRUN DR 1510 CHARLOTTE NC 28209915 BROOKRUN DR 1511 CHARLOTTE NC 28209915 BROOKRUN DR 1512 CHARLOTTE NC 28209915 BROOKRUN DR 1513 CHARLOTTE NC 28209915 BROOKRUN DR 1514 CHARLOTTE NC 28209915 BROOKRUN DR 1515 CHARLOTTE NC 28209915 BROOKRUN DR 1516 CHARLOTTE NC 28209909 BROOKRUN DR 1601 CHARLOTTE NC 28209909 BROOKRUN DR 1602 CHARLOTTE NC 28209909 BROOKRUN DR 1604 CHARLOTTE NC 28209909 BROOKRUN DR 1605 CHARLOTTE NC 28209909 BROOKRUN DR 1606 CHARLOTTE NC 28209909 BROOKRUN DR 1607 CHARLOTTE NC 28209909 BROOKRUN DR 1608 CHARLOTTE NC 28209909 BROOKRUN DR 1609 CHARLOTTE NC 28209909 BROOKRUN DR 1610 CHARLOTTE NC 28209909 BROOKRUN DR 1611 CHARLOTTE NC 28209909 BROOKRUN DR 1612 CHARLOTTE NC 28209
L7 M20-921,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00200921&Close=True,1000 BYDEFORD CT MATTHEWS NC 28105
P8 B4 M8-259,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00080259&Close=True,1000 CAMBORNE PL CHARLOTTE NC 28210
L25 M29-397,https://meckrod.manatron.com/RealEstate/SearchDetail.aspx?bk=29&pg=397&type=BkPg,1000 CAPPS HOLLOW DR CHARLOTTE NC 28216
L4 M23-736,https://meckrod.manatron.com/RealEstate/SearchDetail.aspx?bk=23&pg=736&type=BkPg,1000 CARRIAGE HILL PL CHARLOTTE NC 28262
L29 B5 M14-309,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00140309&Close=True,1000 CARYSBROOK LN CHARLOTTE NC 28217
P28 M3-2 & ADJ TRACT,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00030002&Close=True,1000 CENTRAL AV CHARLOTTE NC 282041000 CENTRAL AV 258 CHARLOTTE NC 282041000 CENTRAL AV CHARLOTTE NC 282041000 CENTRAL AV 449 CHARLOTTE NC 28204
L42 M22-292,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00220292&Close=True,1000 CHARCOAL RIDGE CT MATTHEWS NC 28105
P24 M23-159,https://meckrodhistorical.com/DocumentView.asp?DocumentType=Maps&Instrument=00230159&Close=True,1000 CHELSEA PL MATTHEWS NC 28105
